run_id,policy,task,instruction,episode_id,reset_id,query_idx,query_start_action_slot,query_end_action_slot_exclusive,planned_exec_length,executed_length,success_before,success_after,trace_path,head_image_path,left_image_path,right_image_path,video_query_index,video_frame_start,video_frame_end_exclusive,terminal_success_video_frame
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,fastwam,move_stapler_pad,Use the left arm to move the palm-sized black stapler to Black mat,5,4,2,48,72,24,24,False,False,traces/episode0005_query0002.npz,query_images/episode0005_query0002_head.png,query_images/episode0005_query0002_left.png,query_images/episode0005_query0002_right.png,2,48,72,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,fastwam,move_stapler_pad,Use the left arm to move the palm-sized black stapler to Black mat,5,4,3,72,96,24,24,False,False,traces/episode0005_query0003.npz,query_images/episode0005_query0003_head.png,query_images/episode0005_query0003_left.png,query_images/episode0005_query0003_right.png,3,72,96,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,fastwam,move_stapler_pad,Use the left arm to move the palm-sized black stapler to Black mat,5,4,4,96,120,24,24,False,False,traces/episode0005_query0004.npz,query_images/episode0005_query0004_head.png,query_images/episode0005_query0004_left.png,query_images/episode0005_query0004_right.png,4,96,120,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,fastwam,move_stapler_pad,Use the left arm to move the palm-sized black stapler to Black mat,5,4,5,120,133,24,13,False,True,traces/episode0005_query0005.npz,query_images/episode0005_query0005_head.png,query_images/episode0005_query0005_left.png,query_images/episode0005_query0005_right.png,5,120,133,133
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,fastwam,move_stapler_pad,Use the left arm to move the small hand-sized stapler to the Gray mat,6,5,0,0,24,24,24,False,False,traces/episode0006_query0000.npz,query_images/episode0006_query0000_head.png,query_images/episode0006_query0000_left.png,query_images/episode0006_query0000_right.png,0,0,24,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,fastwam,move_stapler_pad,Use the left arm to move the small hand-sized stapler to the Gray mat,6,5,1,24,48,24,24,False,False,traces/episode0006_query0001.npz,query_images/episode0006_query0001_head.png,query_images/episode0006_query0001_left.png,query_images/episode0006_query0001_right.png,1,24,48,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,fastwam,move_stapler_pad,Use the left arm to move the small hand-sized stapler to the Gray mat,6,5,2,48,72,24,24,False,False,traces/episode0006_query0002.npz,query_images/episode0006_query0002_head.png,query_images/episode0006_query0002_left.png,query_images/episode0006_query0002_right.png,2,48,72,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,fastwam,move_stapler_pad,Use the left arm to move the small hand-sized stapler to the Gray mat,6,5,3,72,96,24,24,False,False,traces/episode0006_query0003.npz,query_images/episode0006_query0003_head.png,query_images/episode0006_query0003_left.png,query_images/episode0006_query0003_right.png,3,72,96,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,fastwam,move_stapler_pad,Use the left arm to move the small hand-sized stapler to the Gray mat,6,5,4,96,120,24,24,False,False,traces/episode0006_query0004.npz,query_images/episode0006_query0004_head.png,query_images/episode0006_query0004_left.png,query_images/episode0006_query0004_right.png,4,96,120,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,fastwam,move_stapler_pad,Use the left arm to move the small hand-sized stapler to the Gray mat,6,5,5,120,144,24,24,False,False,traces/episode0006_query0005.npz,query_images/episode0006_query0005_head.png,query_images/episode0006_query0005_left.png,query_images/episode0006_query0005_right.png,5,120,144,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,fastwam,move_stapler_pad,Use the left arm to move the small hand-sized stapler to the Gray mat,6,5,6,144,168,24,24,False,False,traces/episode0006_query0006.npz,query_images/episode0006_query0006_head.png,query_images/episode0006_query0006_left.png,query_images/episode0006_query0006_right.png,6,144,168,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,fastwam,move_stapler_pad,Use the left arm to move the small hand-sized stapler to the Gray mat,6,5,7,168,192,24,24,False,False,traces/episode0006_query0007.npz,query_images/episode0006_query0007_head.png,query_images/episode0006_query0007_left.png,query_images/episode0006_query0007_right.png,7,168,192,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,fastwam,move_stapler_pad,Use the left arm to move the small hand-sized stapler to the Gray mat,6,5,8,192,216,24,24,False,False,traces/episode0006_query0008.npz,query_images/episode0006_query0008_head.png,query_images/episode0006_query0008_left.png,query_images/episode0006_query0008_right.png,8,192,216,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,fastwam,move_stapler_pad,Use the left arm to move the small hand-sized stapler to the Gray mat,6,5,9,216,240,24,24,False,False,traces/episode0006_query0009.npz,query_images/episode0006_query0009_head.png,query_images/episode0006_query0009_left.png,query_images/episode0006_query0009_right.png,9,216,240,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,fastwam,move_stapler_pad,Use the left arm to move the small hand-sized stapler to the Gray mat,6,5,10,240,264,24,24,False,False,traces/episode0006_query0010.npz,query_images/episode0006_query0010_head.png,query_images/episode0006_query0010_left.png,query_images/episode0006_query0010_right.png,10,240,264,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,fastwam,move_stapler_pad,Use the left arm to move the small hand-sized stapler to the Gray mat,6,5,11,264,288,24,24,False,False,traces/episode0006_query0011.npz,query_images/episode0006_query0011_head.png,query_images/episode0006_query0011_left.png,query_images/episode0006_query0011_right.png,11,264,288,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,fastwam,move_stapler_pad,Use the left arm to move the small hand-sized stapler to the Gray mat,6,5,12,288,312,24,24,False,False,traces/episode0006_query0012.npz,query_images/episode0006_query0012_head.png,query_images/episode0006_query0012_left.png,query_images/episode0006_query0012_right.png,12,288,312,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,fastwam,move_stapler_pad,Use the left arm to move the small hand-sized stapler to the Gray mat,6,5,13,312,336,24,24,False,False,traces/episode0006_query0013.npz,query_images/episode0006_query0013_head.png,query_images/episode0006_query0013_left.png,query_images/episode0006_query0013_right.png,13,312,336,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,fastwam,move_stapler_pad,Use the left arm to move the small hand-sized stapler to the Gray mat,6,5,14,336,360,24,24,False,False,traces/episode0006_query0014.npz,query_images/episode0006_query0014_head.png,query_images/episode0006_query0014_left.png,query_images/episode0006_query0014_right.png,14,336,360,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,fastwam,move_stapler_pad,Use the left arm to move the small hand-sized stapler to the Gray mat,6,5,15,360,384,24,24,False,False,traces/episode0006_query0015.npz,query_images/episode0006_query0015_head.png,query_images/episode0006_query0015_left.png,query_images/episode0006_query0015_right.png,15,360,384,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,fastwam,move_stapler_pad,Use the left arm to move the small hand-sized stapler to the Gray mat,6,5,16,384,400,24,16,False,False,traces/episode0006_query0016.npz,query_images/episode0006_query0016_head.png,query_images/episode0006_query0016_left.png,query_images/episode0006_query0016_right.png,16,384,400,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,fastwam,move_stapler_pad,Use the right arm to move the compact stapler to Blue mat,7,6,0,0,24,24,24,False,False,traces/episode0007_query0000.npz,query_images/episode0007_query0000_head.png,query_images/episode0007_query0000_left.png,query_images/episode0007_query0000_right.png,0,0,24,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,fastwam,move_stapler_pad,Use the right arm to move the compact stapler to Blue mat,7,6,1,24,48,24,24,False,False,traces/episode0007_query0001.npz,query_images/episode0007_query0001_head.png,query_images/episode0007_query0001_left.png,query_images/episode0007_query0001_right.png,1,24,48,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,fastwam,move_stapler_pad,Use the right arm to move the compact stapler to Blue mat,7,6,2,48,72,24,24,False,False,traces/episode0007_query0002.npz,query_images/episode0007_query0002_head.png,query_images/episode0007_query0002_left.png,query_images/episode0007_query0002_right.png,2,48,72,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,fastwam,move_stapler_pad,Use the right arm to move the compact stapler to Blue mat,7,6,3,72,96,24,24,False,False,traces/episode0007_query0003.npz,query_images/episode0007_query0003_head.png,query_images/episode0007_query0003_left.png,query_images/episode0007_query0003_right.png,3,72,96,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,fastwam,move_stapler_pad,Use the right arm to move the compact stapler to Blue mat,7,6,4,96,120,24,24,False,False,traces/episode0007_query0004.npz,query_images/episode0007_query0004_head.png,query_images/episode0007_query0004_left.png,query_images/episode0007_query0004_right.png,4,96,120,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,fastwam,move_stapler_pad,Use the right arm to move the compact stapler to Blue mat,7,6,5,120,144,24,24,False,False,traces/episode0007_query0005.npz,query_images/episode0007_query0005_head.png,query_images/episode0007_query0005_left.png,query_images/episode0007_query0005_right.png,5,120,144,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,fastwam,move_stapler_pad,Use the right arm to move the compact stapler to Blue mat,7,6,6,144,168,24,24,False,False,traces/episode0007_query0006.npz,query_images/episode0007_query0006_head.png,query_images/episode0007_query0006_left.png,query_images/episode0007_query0006_right.png,6,144,168,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,fastwam,move_stapler_pad,Use the right arm to move the compact stapler to Blue mat,7,6,7,168,192,24,24,False,False,traces/episode0007_query0007.npz,query_images/episode0007_query0007_head.png,query_images/episode0007_query0007_left.png,query_images/episode0007_query0007_right.png,7,168,192,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,fastwam,move_stapler_pad,Use the right arm to move the compact stapler to Blue mat,7,6,8,192,216,24,24,False,False,traces/episode0007_query0008.npz,query_images/episode0007_query0008_head.png,query_images/episode0007_query0008_left.png,query_images/episode0007_query0008_right.png,8,192,216,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,fastwam,move_stapler_pad,Use the right arm to move the compact stapler to Blue mat,7,6,9,216,240,24,24,False,False,traces/episode0007_query0009.npz,query_images/episode0007_query0009_head.png,query_images/episode0007_query0009_left.png,query_images/episode0007_query0009_right.png,9,216,240,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,fastwam,move_stapler_pad,Use the right arm to move the compact stapler to Blue mat,7,6,10,240,264,24,24,False,False,traces/episode0007_query0010.npz,query_images/episode0007_query0010_head.png,query_images/episode0007_query0010_left.png,query_images/episode0007_query0010_right.png,10,240,264,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,fastwam,move_stapler_pad,Use the right arm to move the compact stapler to Blue mat,7,6,11,264,288,24,24,False,False,traces/episode0007_query0011.npz,query_images/episode0007_query0011_head.png,query_images/episode0007_query0011_left.png,query_images/episode0007_query0011_right.png,11,264,288,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,fastwam,move_stapler_pad,Use the right arm to move the compact stapler to Blue mat,7,6,12,288,312,24,24,False,False,traces/episode0007_query0012.npz,query_images/episode0007_query0012_head.png,query_images/episode0007_query0012_left.png,query_images/episode0007_query0012_right.png,12,288,312,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,fastwam,move_stapler_pad,Use the right arm to move the compact stapler to Blue mat,7,6,13,312,336,24,24,False,False,traces/episode0007_query0013.npz,query_images/episode0007_query0013_head.png,query_images/episode0007_query0013_left.png,query_images/episode0007_query0013_right.png,13,312,336,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,fastwam,move_stapler_pad,Use the right arm to move the compact stapler to Blue mat,7,6,14,336,360,24,24,False,False,traces/episode0007_query0014.npz,query_images/episode0007_query0014_head.png,query_images/episode0007_query0014_left.png,query_images/episode0007_query0014_right.png,14,336,360,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,fastwam,move_stapler_pad,Use the right arm to move the compact stapler to Blue mat,7,6,15,360,384,24,24,False,False,traces/episode0007_query0015.npz,query_images/episode0007_query0015_head.png,query_images/episode0007_query0015_left.png,query_images/episode0007_query0015_right.png,15,360,384,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,fastwam,move_stapler_pad,Use the right arm to move the compact stapler to Blue mat,7,6,16,384,400,24,16,False,False,traces/episode0007_query0016.npz,query_images/episode0007_query0016_head.png,query_images/episode0007_query0016_left.png,query_images/episode0007_query0016_right.png,16,384,400,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,fastwam,move_stapler_pad,Use the left arm to move the small hand-sized stapler to Blue mat.,8,7,0,0,24,24,24,False,False,traces/episode0008_query0000.npz,query_images/episode0008_query0000_head.png,query_images/episode0008_query0000_left.png,query_images/episode0008_query0000_right.png,0,0,24,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,fastwam,move_stapler_pad,Use the left arm to move the small hand-sized stapler to Blue mat.,8,7,1,24,48,24,24,False,False,traces/episode0008_query0001.npz,query_images/episode0008_query0001_head.png,query_images/episode0008_query0001_left.png,query_images/episode0008_query0001_right.png,1,24,48,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,fastwam,move_stapler_pad,Use the left arm to move the small hand-sized stapler to Blue mat.,8,7,2,48,72,24,24,False,False,traces/episode0008_query0002.npz,query_images/episode0008_query0002_head.png,query_images/episode0008_query0002_left.png,query_images/episode0008_query0002_right.png,2,48,72,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,fastwam,move_stapler_pad,Use the left arm to move the small hand-sized stapler to Blue mat.,8,7,3,72,96,24,24,False,False,traces/episode0008_query0003.npz,query_images/episode0008_query0003_head.png,query_images/episode0008_query0003_left.png,query_images/episode0008_query0003_right.png,3,72,96,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,fastwam,move_stapler_pad,Use the left arm to move the small hand-sized stapler to Blue mat.,8,7,4,96,120,24,24,False,False,traces/episode0008_query0004.npz,query_images/episode0008_query0004_head.png,query_images/episode0008_query0004_left.png,query_images/episode0008_query0004_right.png,4,96,120,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,fastwam,move_stapler_pad,Use the left arm to move the small hand-sized stapler to Blue mat.,8,7,5,120,144,24,24,False,False,traces/episode0008_query0005.npz,query_images/episode0008_query0005_head.png,query_images/episode0008_query0005_left.png,query_images/episode0008_query0005_right.png,5,120,144,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,fastwam,move_stapler_pad,Use the left arm to move the small hand-sized stapler to Blue mat.,8,7,6,144,165,24,21,False,True,traces/episode0008_query0006.npz,query_images/episode0008_query0006_head.png,query_images/episode0008_query0006_left.png,query_images/episode0008_query0006_right.png,6,144,165,165
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,fastwam,move_stapler_pad,Use the right arm to move the blue stapler with smooth finish to Gray mat,9,8,0,0,24,24,24,False,False,traces/episode0009_query0000.npz,query_images/episode0009_query0000_head.png,query_images/episode0009_query0000_left.png,query_images/episode0009_query0000_right.png,0,0,24,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,fastwam,move_stapler_pad,Use the right arm to move the blue stapler with smooth finish to Gray mat,9,8,1,24,48,24,24,False,False,traces/episode0009_query0001.npz,query_images/episode0009_query0001_head.png,query_images/episode0009_query0001_left.png,query_images/episode0009_query0001_right.png,1,24,48,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,fastwam,move_stapler_pad,Use the right arm to move the blue stapler with smooth finish to Gray mat,9,8,2,48,72,24,24,False,False,traces/episode0009_query0002.npz,query_images/episode0009_query0002_head.png,query_images/episode0009_query0002_left.png,query_images/episode0009_query0002_right.png,2,48,72,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,fastwam,move_stapler_pad,Use the right arm to move the blue stapler with smooth finish to Gray mat,9,8,3,72,96,24,24,False,False,traces/episode0009_query0003.npz,query_images/episode0009_query0003_head.png,query_images/episode0009_query0003_left.png,query_images/episode0009_query0003_right.png,3,72,96,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,fastwam,move_stapler_pad,Use the right arm to move the blue stapler with smooth finish to Gray mat,9,8,4,96,120,24,24,False,False,traces/episode0009_query0004.npz,query_images/episode0009_query0004_head.png,query_images/episode0009_query0004_left.png,query_images/episode0009_query0004_right.png,4,96,120,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,fastwam,move_stapler_pad,Use the right arm to move the blue stapler with smooth finish to Gray mat,9,8,5,120,144,24,24,False,False,traces/episode0009_query0005.npz,query_images/episode0009_query0005_head.png,query_images/episode0009_query0005_left.png,query_images/episode0009_query0005_right.png,5,120,144,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,fastwam,move_stapler_pad,Use the right arm to move the blue stapler with smooth finish to Gray mat,9,8,6,144,168,24,24,False,False,traces/episode0009_query0006.npz,query_images/episode0009_query0006_head.png,query_images/episode0009_query0006_left.png,query_images/episode0009_query0006_right.png,6,144,168,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,fastwam,move_stapler_pad,Use the right arm to move the blue stapler with smooth finish to Gray mat,9,8,7,168,192,24,24,False,False,traces/episode0009_query0007.npz,query_images/episode0009_query0007_head.png,query_images/episode0009_query0007_left.png,query_images/episode0009_query0007_right.png,7,168,192,
fastwam-move_stapler_pad-p2-16ep-c63dc9b5-v1,fastwam,move_stapler_pad,Use the right arm to move the blue stapler with smooth finish to Gray mat,9,8,8,192,216,24,24,False,False,traces/episode0009_query0008.npz,query_images/episode0009_query0008_head.png,query_images/episode0009_query0008_left.png,query_images/episode0009_query0008_right.png,8,192,216,
